Geom;DIAMETER_MM;INSTALLATION_DATE;LINING_MATERIAL;MATERIAL;geo_point_2d
"{""coordinates"": [[-123.03911226681707, 49.27317505667346], [-123.03911019097879, 49.2731750573761]], ""type"": ""LineString""}";800;1974-01-01;CENT;Steel;49.27317505702478, -123.03911122889792
"{""coordinates"": [[-123.20031876480513, 49.258263564450644], [-123.20031057332827, 49.25826342573404]], ""type"": ""LineString""}";450;1936-06-24;blank;Steel;49.25826349509234, -123.2003146690667
"{""coordinates"": [[-123.13253785280631, 49.28937198777106], [-123.13333859843733, 49.28884415665923]], ""type"": ""LineString""}";450;1968-01-01;Cement Lined;Cast Iron;49.28910807221514, -123.13293822562181
"{""coordinates"": [[-123.13353979491191, 49.28871039105866], [-123.13350837350892, 49.28873113424256]], ""type"": ""LineString""}";450;1968-01-01;Cement Lined;Ductile Iron;49.28872076265061, -123.13352408421044
"{""coordinates"": [[-123.13346005396458, 49.288813981584305], [-123.13347663628012, 49.28880299732197]], ""type"": ""LineString""}";450;2021-05-25;;Ductile Iron Concrete Lined;49.288808489453146, -123.13346834512235
"{""coordinates"": [[-123.13350837350892, 49.28873113424256], [-123.13348127615023, 49.288749029950054]], ""type"": ""LineString""}";450;2021-05-25;;Ductile Iron Concrete Lined;49.28874008209631, -123.13349482482957
"{""coordinates"": [[-123.13333859843733, 49.28884415665923], [-123.13334828986329, 49.288837767902045]], ""type"": ""LineString""}";450;2021-01-27;;Ductile Iron Concrete Lined;49.28884096228064, -123.13334344415031
"{""coordinates"": [[-123.13347663628012, 49.28880299732197], [-123.13352009613529, 49.2887741895624]], ""type"": ""LineString""}";450;2021-05-25;;Ductile Iron Concrete Lined;49.28878859344219, -123.13349836620772
"{""coordinates"": [[-123.13325901264172, 49.28868410748985], [-123.13323851441035, 49.288670800287456]], ""type"": ""LineString""}";750;2021-05-25;;Ductile Iron Concrete Lined;49.28867745388865, -123.13324876352604
"{""coordinates"": [[-123.07215642566354, 49.21115200909018], [-123.07215628764585, 49.211160950491504]], ""type"": ""LineString""}";400;1970-01-01;Cement Lined;Ductile Iron;49.211156479790844, -123.0721563566547
"{""coordinates"": [[-123.12819451267805, 49.285387215096414], [-123.12816713048223, 49.28536952497994]], ""type"": ""LineString""}";750;2021-05-28;;Ductile Iron Concrete Lined;49.285378370038174, -123.12818082158016
"{""coordinates"": [[-123.13749500235133, 49.29211724114009], [-123.13754502360062, 49.29208380056264]], ""type"": ""LineString""}";900;2021-01-27;;Ductile Iron Concrete Lined;49.29210052085136, -123.13752001297598
"{""coordinates"": [[-123.13652405479617, 49.29084096211934], [-123.1364080123669, 49.29076568369535]], ""type"": ""LineString""}";900;2021-05-25;;Ductile Iron Concrete Lined;49.290803322907344, -123.13646603358154
"{""coordinates"": [[-123.16380317714234, 49.25749197969332], [-123.1645499655848, 49.25750369172503]], ""type"": ""LineString""}";450;1931-01-01;CENT;Steel;49.257497835709174, -123.16417657136357
"{""coordinates"": [[-123.13893581258384, 49.27985672571603], [-123.13903146384635, 49.27978771656654]], ""type"": ""LineString""}";1800;1975-01-01;blank;Steel;49.27982222114129, -123.1389836382151
"{""coordinates"": [[-123.13891744009233, 49.27987011464599], [-123.13892667453698, 49.27986344710898]], ""type"": ""LineString""}";900;1975-01-01;blank;Steel;49.279866780877484, -123.13892205731466
"{""coordinates"": [[-123.04946983165239, 49.273183895590826], [-123.04694992581354, 49.27318180765681]], ""type"": ""LineString""}";800;1912-01-01;CENT;Steel;49.273182851623815, -123.04820987873296
"{""coordinates"": [[-123.1534619467499, 49.257294709668805], [-123.15371241088597, 49.257308076435066]], ""type"": ""LineString""}";450;1931-01-01;CENT;Steel;49.25730139305193, -123.15358717881793
"{""coordinates"": [[-123.12553508990237, 49.28897793934004], [-123.1244123487212, 49.288650254278856]], ""type"": ""LineString""}";600;1928-01-01;blank;Steel;49.288814096809446, -123.12497371931178
"{""coordinates"": [[-123.12556271001968, 49.28898601397717], [-123.12555633825953, 49.28898414990572]], ""type"": ""LineString""}";600;2022-06-09;blank;Ductile Iron Concrete Lined;49.28898508194145, -123.1255595241396
"{""coordinates"": [[-123.12480560767965, 49.28744821960769], [-123.12415240819212, 49.28788031357291]], ""type"": ""LineString""}";600;2022-04-05;;Ductile Iron Concrete Lined;49.2876642665903, -123.12447900793589
"{""coordinates"": [[-123.06572715609234, 49.26859799379804], [-123.06574210127019, 49.26808318116621]], ""type"": ""LineString""}";450;1981-01-01;Cement Lined;Ductile Iron;49.26834058748213, -123.06573462868127
"{""coordinates"": [[-123.0658527480624, 49.26237624714999], [-123.0658530084647, 49.2623653628017]], ""type"": ""LineString""}";450;1981-01-01;Cement Lined;Ductile Iron;49.262370804975845, -123.06585287826354
"{""coordinates"": [[-123.06585171782301, 49.26242832998262], [-123.06585275141387, 49.26237876580591]], ""type"": ""LineString""}";450;1981-01-01;Cement Lined;Ductile Iron;49.262403547894266, -123.06585223461843
"{""coordinates"": [[-123.06581405333071, 49.26408839855874], [-123.0658340642601, 49.263209123907515]], ""type"": ""LineString""}";450;1981-01-01;Cement Lined;Ductile Iron;49.26364876123313, -123.06582405879541
"{""coordinates"": [[-123.14204114826698, 49.208584578247006], [-123.14201644842615, 49.208584329764165]], ""type"": ""LineString""}";450;2022-09-20;;Ductile Iron Concrete Lined;49.20858445400558, -123.14202879834656
"{""coordinates"": [[-123.14201644842615, 49.208584329764165], [-123.14197937803277, 49.20858394356242]], ""type"": ""LineString""}";450;2022-09-20;;Ductile Iron Concrete Lined;49.20858413666329, -123.14199791322945
"{""coordinates"": [[-123.04485610869608, 49.206456658799425], [-123.04786278820916, 49.20621097794162]], ""type"": ""LineString""}";400;1977-01-01;Cement Lined;Ductile Iron;49.206333818370524, -123.04635944845262
"{""coordinates"": [[-123.1534619467499, 49.257294709668805], [-123.15345262856285, 49.25729454214093]], ""type"": ""LineString""}";450;1931-01-01;CENT;Steel;49.25729462590487, -123.15345728765637
"{""coordinates"": [[-123.13802334633824, 49.29176698728721], [-123.13794859074895, 49.29171868257178]], ""type"": ""LineString""}";900;2021-01-27;;Ductile Iron Concrete Lined;49.291742834929494, -123.1379859685436
"{""coordinates"": [[-123.13503426158591, 49.28983237561729], [-123.13353237651087, 49.28886081682922]], ""type"": ""LineString""}";900;2021-05-25;;Ductile Iron Concrete Lined;49.289346596223254, -123.1342833190484
"{""coordinates"": [[-123.13323851441035, 49.288670800287456], [-123.1322825265819, 49.28805221245148]], ""type"": ""LineString""}";750;2021-05-25;;Ductile Iron Concrete Lined;49.28836150636947, -123.13276052049613
"{""coordinates"": [[-123.1379325142399, 49.291827156448335], [-123.13802334633824, 49.29176698728721]], ""type"": ""LineString""}";900;2021-01-27;;Ductile Iron Concrete Lined;49.29179707186778, -123.13797793028908
"{""coordinates"": [[-123.13827872455238, 49.29331895914787], [-123.13826307295078, 49.2933088313339]], ""type"": ""LineString""}";900;2021-01-27;;Ductile Iron Concrete Lined;49.293313895240885, -123.13827089875159
"{""coordinates"": [[-123.15324799474809, 49.257244926267745], [-123.15319997508557, 49.257244243348]], ""type"": ""LineString""}";800;1939-01-01;blank;Steel;49.25724458480787, -123.1532239849168
"{""coordinates"": [[-123.12798590169696, 49.24145766040655], [-123.12766331920459, 49.24145646115047]], ""type"": ""LineString""}";600;1997-01-01;Cement Lined;Ductile Iron;49.241457060778515, -123.12782461045077
"{""coordinates"": [[-123.12512943098679, 49.287234378050236], [-123.12510660094274, 49.287249469679146]], ""type"": ""LineString""}";600;2022-04-05;;Ductile Iron Concrete Lined;49.28724192386469, -123.12511801596477
"{""coordinates"": [[-123.13151132774135, 49.290004387392834], [-123.1316064258772, 49.28999013872506]], ""type"": ""LineString""}";450;1968-01-01;Cement Lined;Cast Iron;49.28999726305895, -123.13155887680927
"{""coordinates"": [[-123.04424058424074, 49.273181437544594], [-123.04258483277182, 49.27317945103127]], ""type"": ""LineString""}";800;1912-01-01;CENT;Steel;49.27318044428793, -123.04341270850628
"{""coordinates"": [[-123.05118783612161, 49.24457957065448], [-123.04982777828093, 49.24457872601655]], ""type"": ""LineString""}";500;;blank;Steel;49.24457914833552, -123.05050780720127
"{""coordinates"": [[-123.06545355951464, 49.28466353008352], [-123.06545367235077, 49.28465528144724]], ""type"": ""LineString""}";450;1986-01-01;Cement Lined;Ductile Iron;49.28465940576538, -123.06545361593273
"{""coordinates"": [[-123.05772205039314, 49.24225018778167], [-123.05806156284912, 49.241947138989055]], ""type"": ""LineString""}";800;;blank;<blank>;49.24209866338536, -123.05789180662113
"{""coordinates"": [[-123.05952680660211, 49.28302087045348], [-123.05957768184048, 49.283021024137476]], ""type"": ""LineString""}";750;1985-01-01;blank;Concrete;49.283020947295476, -123.0595522442213
"{""coordinates"": [[-123.05775696078696, 49.283115939107915], [-123.0578124341545, 49.283050246597774]], ""type"": ""LineString""}";750;1985-01-01;blank;Concrete;49.283083092852856, -123.05778469747075
"{""coordinates"": [[-123.06529305412577, 49.23687995525416], [-123.06509305102618, 49.236982074213664]], ""type"": ""LineString""}";800;1927-01-01;blank;Steel;49.23693101473391, -123.06519305257598
"{""coordinates"": [[-123.06565014153733, 49.2725378964344], [-123.06565893222441, 49.272076528095035]], ""type"": ""LineString""}";450;1982-01-01;Cement Lined;Ductile Iron;49.27230721226472, -123.06565453688087
"{""coordinates"": [[-123.06564115132585, 49.27292153741313], [-123.06565014153733, 49.2725378964344]], ""type"": ""LineString""}";450;1982-01-01;Cement Lined;Ductile Iron;49.27272971692376, -123.06564564643159
"{""coordinates"": [[-123.11484754778299, 49.25878308964104], [-123.11510052894504, 49.258786768802594]], ""type"": ""LineString""}";600;1998-01-01;Cement Lined;Ductile Iron;49.25878492922182, -123.11497403836401
"{""coordinates"": [[-123.063778191292, 49.28214968625519], [-123.06498842659211, 49.28215565037705]], ""type"": ""LineString""}";750;1985-01-01;blank;Concrete;49.282152668316115, -123.06438330894204
"{""coordinates"": [[-123.06372570741951, 49.282180928470254], [-123.063778191292, 49.28214968625519]], ""type"": ""LineString""}";750;1985-01-01;blank;Concrete;49.28216530736272, -123.06375194935575
"{""coordinates"": [[-123.02833815397919, 49.28375629989396], [-123.02833776190477, 49.28314407953314]], ""type"": ""LineString""}";900;1990-01-01;Cement Lined;Ductile Iron;49.28345018971355, -123.02833795794197
"{""coordinates"": [[-123.04698913953, 49.28771809797965], [-123.04699601518743, 49.28771809518355]], ""type"": ""LineString""}";750;1988-01-01;blank;Concrete;49.2877180965816, -123.04699257735871
"{""coordinates"": [[-123.05924917646276, 49.229411648762444], [-123.05923200739824, 49.22941152263819]], ""type"": ""LineString""}";1050;1998-01-01;blank;Steel;49.22941158570032, -123.05924059193048
"{""coordinates"": [[-123.0655000345228, 49.28215005435456], [-123.06549939051902, 49.2821828871103]], ""type"": ""LineString""}";450;1982-01-01;Cement Lined;Ductile Iron;49.282166470732435, -123.06549971252089
"{""coordinates"": [[-123.06550643501755, 49.28180228823364], [-123.06550093218324, 49.28210111109532]], ""type"": ""LineString""}";450;1982-01-01;Cement Lined;Ductile Iron;49.28195169966448, -123.0655036836004
"{""coordinates"": [[-123.06550643501755, 49.28180228823364], [-123.06551373524714, 49.28126191685565]], ""type"": ""LineString""}";450;1982-01-01;Cement Lined;Ductile Iron;49.281532102544645, -123.06551008513236
"{""coordinates"": [[-123.04669834364303, 49.24424532969022], [-123.0463689131124, 49.24457782728864]], ""type"": ""LineString""}";650;1983-01-01;blank;Steel;49.244411578489434, -123.04653362837772
"{""coordinates"": [[-123.12022257210246, 49.25960304048015], [-123.12010063347742, 49.25960048672486]], ""type"": ""LineString""}";450;1998-01-01;Cement Lined;Ductile Iron;49.259601763602504, -123.12016160278995
"{""coordinates"": [[-123.0236973820447, 49.254300005049], [-123.02375524992117, 49.254615365513224]], ""type"": ""LineString""}";1050;;blank;<blank>;49.2544576852811, -123.02372631598294
"{""coordinates"": [[-123.11822579813321, 49.286849296128615], [-123.11820327776422, 49.28683942448011], [-123.11817904990997, 49.28682856510471], [-123.11815495936186, 49.286817615632145], [-123.11813100590496, 49.286806486110976], [-123.11810732704978, 49.28679517640075], [-123.11808364799064, 49.286783776734175], [-123.11806024353344, 49.28677219687875], [-123.11803697616793, 49.286760436975136], [-123.11801384610902, 49.286748586974866], [-123.11790970057524, 49.28668146338623]], ""type"": ""LineString""}";600;1928-01-01;blank;Steel;49.28677073191898, -123.11806484221059
"{""coordinates"": [[-123.04224447018984, 49.20676208019744], [-123.04224517133865, 49.20677934190834]], ""type"": ""LineString""}";400;1977-01-01;Cement Lined;Ductile Iron;49.20677071105289, -123.04224482076424
"{""coordinates"": [[-123.03050924038475, 49.22932318269953], [-123.03043739037658, 49.22929810488445]], ""type"": ""LineString""}";450;1982-01-01;Cement Lined;Ductile Iron;49.22931064379199, -123.03047331538066
"{""coordinates"": [[-123.03489720446102, 49.27321965544794], [-123.0351717380946, 49.27322003096236]], ""type"": ""LineString""}";900;1990-01-01;Cement Lined;Ductile Iron;49.27321984320515, -123.03503447127783
"{""coordinates"": [[-123.02341197964972, 49.26756108672517], [-123.02341197968805, 49.26756116768192], [-123.02339597073289, 49.26908299624846]], ""type"": ""LineString""}";1050;;blank;<blank>;49.26832204148905, -123.02340397563624
"{""coordinates"": [[-123.02357157673677, 49.22907777887451], [-123.02358860801034, 49.22907741558774]], ""type"": ""LineString""}";450;;blank;<blank>;49.229077597231125, -123.02358009237355
"{""coordinates"": [[-123.02847878413124, 49.22928306952863], [-123.02793460240423, 49.22928788893184], [-123.02765728879297, 49.2292842586072], [-123.02706545742794, 49.22928450672825], [-123.02655451244414, 49.22928552483488], [-123.02628626616858, 49.22928577508559], [-123.02605123595312, 49.2292947786084]], ""type"": ""LineString""}";450;1982-01-01;Cement Lined;Ductile Iron;49.229285665953384, -123.02726494544476
"{""coordinates"": [[-123.03374596356281, 49.27329784177236], [-123.03386865944763, 49.27321917892775]], ""type"": ""LineString""}";900;1990-01-01;Cement Lined;Ductile Iron;49.273258510350054, -123.03380731150521
"{""coordinates"": [[-123.03373511879843, 49.27402631126034], [-123.03374504450922, 49.27336125812124]], ""type"": ""LineString""}";900;1990-01-01;Cement Lined;Ductile Iron;49.27369378469079, -123.03374008165385
"{""coordinates"": [[-123.04230830215965, 49.206544451696175], [-123.04223347802643, 49.206541870443964]], ""type"": ""LineString""}";400;1977-01-01;Cement Lined;Ductile Iron;49.20654316107007, -123.04227089009305
"{""coordinates"": [[-123.03279020697431, 49.27410325825138], [-123.0310753903416, 49.27409667093795]], ""type"": ""LineString""}";900;1990-01-01;Cement Lined;Ductile Iron;49.27409996459466, -123.03193279865795
"{""coordinates"": [[-123.02716225173083, 49.28679013139159], [-123.02370927682878, 49.28678840878674]], ""type"": ""LineString""}";800;1913-01-01;CENT;Steel;49.286789270089166, -123.0254357642798
"{""coordinates"": [[-123.03237497624795, 49.22928162052866], [-123.03209528747456, 49.22927999847057], [-123.03159425471283, 49.229273704978674], [-123.0308458277514, 49.22927081287788], [-123.03061949658176, 49.229263793822874], [-123.02446807558626, 49.229243069228204], [-123.02434275582813, 49.2292413236383], [-123.0237362235639, 49.229231429139844]], ""type"": ""LineString""}";1500;1998-01-01;Epoxy;Steel;49.22925631041607, -123.02805561056243
"{""coordinates"": [[-123.04422116859357, 49.28969151520037], [-123.04417428046675, 49.289697946685344]], ""type"": ""LineString""}";900;1988-01-01;blank;Concrete;49.289694730942855, -123.04419772453016
"{""coordinates"": [[-123.04417428046675, 49.289697946685344], [-123.0439207271163, 49.28973300753319]], ""type"": ""LineString""}";900;1988-01-01;blank;Concrete;49.28971547710927, -123.0440475037915
"{""coordinates"": [[-123.02718043841901, 49.277347622100294], [-123.02718200272722, 49.27694184904208]], ""type"": ""LineString""}";900;1990-01-01;Cement Lined;Ductile Iron;49.277144735571184, -123.02718122057311
"{""coordinates"": [[-123.0251600565333, 49.23228707687537], [-123.02515351914899, 49.23199128739173]], ""type"": ""LineString""}";600;1994-01-01;Cement Lined;Ductile Iron;49.23213918213355, -123.02515678784114
